Year,Month,Lat,Lon,Individual count,Sex,Life stage,Identification verification status,Dataset name,Country,State/Province
2006,6,50.04183456,-5.649973514,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2007,7,54.22856389,-4.696883333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1993,6,50.06666667,-2.433333333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2007,7,54.22988889,-4.705277778,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2008,6,54.08971944,-4.767511111,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,6,57.42239,-6.78256,,,Not recorded,Accepted,LNHG Biological Records Dataset,United Kingdom,Scotland
2000,6,50.03520584,-5.678397655,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,6,50.217846,-5.81502,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,7,56.783542,-6.044019,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2004,6,50.0464,-5.028933333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,7,54.06558333,-4.739533333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2009,7,54.229,-4.696,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1988,6,,,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2009,7,56.606,-6.327,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1988,6,54.325,-5.491111111,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Northern Ireland
1990,7,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2005,6,57.6497,-6.2244,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2005,6,49.9887,-5.178,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,54.09333333,-4.8275,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1992,6,,,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2009,6,50.03467002,-5.677369215,29,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1997,7,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2008,6,54.05665,-4.783516667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2013,6,54.064777,-4.713175,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2008,6,54.23616667,-4.668566667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2007,6,54.055,-4.770833333,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2008,6,54.22793333,-4.691983333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1993,7,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1999,6,50.12398529,-5.715989113,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,7,54.104,-4.771,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2007,6,57.368923,-6.13464,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1999,7,50.03084946,-5.673876286,26,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,7,54.06712222,-4.731511111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1988,6,54.31194444,-5.505555556,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Northern Ireland
2010,7,54.23233333,-4.705833333,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2011,6,54.05068333,-4.772,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2013,7,56.46704253,-6.35559082,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2008,7,54.08626111,-4.766705556,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2007,6,56.44436,-6.950135,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2003,6,50.041835,-5.649974,14,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1998,7,50.0495,-5.5885,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,56.5525,-6.7322,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1990,7,55.030278,-5.0825,9,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2003,6,50.0373,-5.6596,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2005,7,50.040742,-5.639166,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,6,54.22483333,-4.703833333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2011,6,54.2399,-4.66876,10,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1997,7,51.18829346,-4.66022253,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,50.15354517,-5.053522735,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,7,50.59777778,-4.809166667,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,6,50.075711,-5.711732,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2010,7,50.04183456,-5.649973514,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,54.09333333,-4.0745,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,7,50.70610809,-4.663996696,50,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2007,6,54.41109444,-4.432433333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,6,50.11062957,-5.077372166,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,6,50.032,-5.677,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,6,54.275,-4.825,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2005,7,57.403,-6.0994,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2010,6,50.04183456,-5.649973514,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,50.3427,-5.6993,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,7,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2010,6,54.179309,-4.770319,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2010,7,57.31585,-7.201316,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
1991,7,50.3,-5.4,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,6,50.224844,-5.805197,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,7,54.275,-4.825,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1988,6,55.6008,-5.111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2011,7,56.93653,-7.41571,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,7,50.20046241,-5.434980692,12,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1993,6,54.333333,-9.15,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1988,7,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2007,6,54.11138889,-4.775277778,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2009,7,50.408,-3.552,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,6,57.452766,-7.13945,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
2013,7,55.526,-5.065,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1988,6,50.161667,-4.641944,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,7,56.464,-6.888,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2007,7,54.09028889,-4.776352778,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2004,7,56.65,-6.166667,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1988,6,,,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2010,7,50.034,-5.674,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2005,6,54.0885,-4.7775,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2005,7,54.20043981,-4.783375,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2010,7,58.402,-6.943,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1999,6,50.00114441,-5.155157566,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,7,,,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1990,6,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2010,6,53.325,-3.807,100,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Wales
2005,7,57.73907,-6.37545,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
2005,6,56.69755,-6.452083,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,6,57.80866826,-8.568005562,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2008,7,54.05108333,-4.787683333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1988,6,54.16666667,-5,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1987,7,,,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2012,7,51.85032095,1.408213794,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,6,54.13333333,-4.8,20,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2013,6,56.5989324,-6.676778825,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2007,7,54.06695,-4.81245,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2011,7,57.807,-7.187,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1994,7,,,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2010,6,50.034,-5.674,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1995,7,50.1596,-4.407,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,6,50.032,-5.677,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,50.06948923,-5.54163486,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,50.09229509,-5.090181795,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,7,50.41636906,-5.083074148,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,7,57.326,-6.06,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2001,6,49.835206,-5.578398,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2010,6,54.14966667,-4.7445,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,7,50.04433003,-5.627806955,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2016,7,54.08739,-4.77081,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2008,6,54.09577778,-4.782527778,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2010,7,56.67305,-6.597199,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
2006,6,50.10688009,-5.435270004,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,54.0466,-4.757,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2009,6,50.12632288,-5.709590661,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,6,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2009,7,54.062,-4.804,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1990,6,,,100,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,7,50.29472222,-4.063888889,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,6,54.36166667,-4.849,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2001,7,56.198822,-5.09654,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2010,6,56.661,-6.57,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2009,7,50.032,-5.677,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2001,6,50.03628159,-5.672888756,11,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,56.67747,-6.15665,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
2006,7,54.177281,-4.732468,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2009,6,50.035542,-5.681949,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2010,7,54.24223333,-4.7216,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1998,7,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,7,,,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2006,7,56.9391,-6.6826,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2010,7,56.62,-6.52,10,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1993,6,53.56666667,-6.016666667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1990,6,54.06111111,-4.814722222,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2010,7,57.055,-6.488,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2008,7,55.558175,-5.355178,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,6,49.838349,-5.574856,15,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,6,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2004,7,54.325923,-4.799828,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2002,7,50.436056,-5.343145,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,54.1943,-4.7655,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1990,6,,,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,6,50.23527778,-3.865,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,54.057,-4.8,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2009,6,50.032,-5.677,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,7,50.29611111,-3.993888889,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,6,56.50073,-6.655183,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
2006,7,58.68333333,-3.1,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,6,58.3155754,-6.743202209,8,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1992,6,50.04,-5.7,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,6,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2005,6,57.15,-6.38,8,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,7,54.18333333,-4.735,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1993,6,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1998,7,,,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2010,6,54.16016667,-4.751833333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,7,49.87833333,-2.565,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2006,6,54.5083,-4.6333,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,6,50.0446,-5.5953,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2010,6,50.308,-4.225,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,50.034722,-5.566667,30,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1997,7,51.17521286,-4.662333965,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2010,7,56.669,-6.551,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,7,56.67747,-6.15665,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1989,7,54.7275,-4.966389,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,6,50.00386575,-5.099858976,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,6,56.56164,-6.756266,14,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,7,57.698754,-3.496609,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2009,6,56.39973,-7.025133,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
2012,6,50.0303,-5.6637,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,6,56.54257,-6.73596,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2008,7,56.25563,-5.791686,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2005,7,57.68675,-6.173316,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
1988,6,50.25194444,-3.949722222,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,6,56.48777,-6.643667,,,,Accepted,Visual sightings data set 2003-2017,United Kingdom,Scotland
2006,7,54.05666667,-4.719633333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2012,7,50.07901827,-5.697544429,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2014,6,57.53453337,-6.668186188,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2011,7,56.45465,-6.89155,11,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,6,54.0653,-4.8397,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2005,6,57.083565,-6.036991,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1997,7,50.6109,-4.8275,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2000,6,50.27254,-5.804679,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2016,7,56.52713,-6.74139,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2005,7,50.665348,-4.763498,13,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,6,49.653,-4.395,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,7,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2016,6,54.24297,-4.71525,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1987,7,50.21888889,-3.766111111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2002,7,55.6217,-4.8351,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2010,6,50.04183456,-5.649973514,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,7,54.08931111,-4.799055556,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2002,6,57.200106,-6.766794,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1994,7,50.302,-4.1006,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,6,54.06064444,-4.792283333,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2007,7,54.12605,-4.754755556,8,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,6,56.9255,-6.1824,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2004,7,56.455874,-6.940342,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,6,58.30943,-6.75669,1,,Adult,Accepted,"Vertebrates (except birds, INNS and restricted records), Outer Hebrides",United Kingdom,Scotland
2010,6,50.034,-5.674,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,6,50.22772192,-3.780729466,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,56.4835,-6.8668,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1996,7,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2004,6,54.175,-4.725,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1998,7,50.19314575,-3.724588156,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,6,54.05166667,-4.642777778,20,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2009,7,54.11,-4.753,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2010,6,50.05435591,-5.565674818,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2007,7,58.215201,-5.41398,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2007,6,54.20239444,-4.826597222,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1992,6,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2004,7,50.123451,-5.714967,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,6,50.496079,-5.254439,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,6,50.032,-5.677,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2008,7,54.227466,-4.687116,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1989,6,,,100,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2004,7,56.653347,-6.156667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2004,7,56.7115,-6.4192,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2004,6,50.114922,-5.700313,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,7,50.694445,-5.121892,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,50.1637365,-5.664863876,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2001,6,50.12608719,-5.706354618,18,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,6,56.6059,-6.975,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,7,57.0483,-6.6259,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2009,6,50.032,-5.677,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,54.2282,-4.706,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2010,6,50.04183456,-5.649973514,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,54.07166667,-4.828333333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2002,6,50.066725,-5.716169,12,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1990,7,50.3,-4.116666667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,7,50.067,-5.53,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,6,54.15431667,-4.74475,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,7,50.0942,-5.4247,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1990,6,54.13,-4.755,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2013,6,50.0526021,-5.53480036,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2003,6,49.837069,-5.166835,8,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,6,54.275,-4.825,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
